name;year;tags;video_interval;reverse;gdrive;dropbox
BB-photogrammetry-drone_02.png;2020;drone,cyberpunk,3drendering;;;1X1z_mF2qkcz2vjFc4d3YG-60uLexioBJ;
BB-photogrammetry-drone_03.png;2020;drone,cyberpunk,3drendering;;;19_M_cRboa3uSyNhFZ5L80y20oVXwFdZP;
IMG_3516.mp4;2020;drone,off-grid,cyberpunk;9,11;;1yVxvARxFeiBLnhenDnGgg5XKQcq6pvnn;AADa9j0GYfbOWd18ybn0dU_Ka
Screen Shot 2020-04-08 at 4.05.03 PM.jpeg;2020;drone,pallet_racks,vanlife,off-grid;;;1usSV4TdMb0T6yL_61BzN3MBWIl-ick11;
Screen Shot 2020-04-08 at 4.05.12 PM.jpeg;2020;drone,pallet_racks,off-grid;;;1zJgXoPGxwqDgnkSO5-BFDC7q6WpFC2FT;
Screen Shot 2020-04-08 at 4.06.19 PM.jpeg;2020;drone,pallet_racks,desert;;;1V9NbOu6s96cIMSp4NlIy3dxMfXbew1MM;
Screen Shot 2020-04-08 at 4.06.45 PM.jpeg;2020;drone,off-grid;;;1Mwbku1faKjGxG6CoJTUn7I7GbvX5w99f;
Screen Shot 2020-04-08 at 4.07.19 PM.jpeg;2020;drone,vanlife;;;1ylEYroej_btLLqkm2C8mxWr1KMqpysPc;
Screen Shot 2020-04-08 at 4.08.15 PM.jpeg;2020;drone,desert;;;1RSval81E9bLbqXFxum4jj_5C69dRAQcL;
Screen Shot 2020-04-08 at 4.08.59 PM.jpeg;2020;drone,off-grid;;;1Z7bqa3rUIFAE0Djod-Lf3bB3dj0Vsxx_;
IMG_1500.jpeg;2020;fitness,humans;;;1hF_8jB-vDd9W5SshVar1GbgDVJkU2CrW;
IMG_3721.mp4;2020;fitness;1,4;;1Jjsy69pzQWoEJGSpjKfz3zvPFcmnwhsU;AABY1PtQMSbDkuDC6HKxaERoa
IMG_3722.mp4;2020;fitness,dance;0,3;;1YJvQ3rhpnlQPnNfV4GLyxvJ419y0OuT9;AADfzV4Q10HYUI4EsgzjHjwoa
IMG_5673.jpeg;2020;fitness,off-grid;;;1cI5C8IMZzUxIj2WrrwpvCyl5YuUyqkds;
IMG_5674.jpeg;2020;fitness,desert;;;1m1zWROaBVXzSIxDLad0_6yhsNGUB7Vbf;
IMG_5675.jpeg;2020;fitness,off-grid;;1;18WmQ5vNhcQx2w-cl1ubvi6QMHQNK4eH-;
IMG_6082.jpeg;2020;fitness,desert;;;1-udHaxiri6G_EZ6O9iruqz_QNh2cbpFV;
IMG_4769.mp4;2020;installation,cyberpunk,off-grid,ai;14,16;;1oW69APovt2enUq7W0lQDuS7j6zuDeFBp;AAA3eHKLS_xvSFYORLwA_yu1a
C05A4581.jpg;2020;installation,desert;;;1wkRIwsXZz4dGP2QYx5zhilSTkxBJajv4;
C05A4582.jpg;2020;installation,off-grid;;;1FNokJ16MCiBdnDDHVV8K7HHPci2QsNIJ;
C05A4609.jpg;2020;installation,desert;;;1xMjotpoRqpgcSju1t4Y83xmWQgZ9tbao;
IMG_5532.jpeg;2020;installation,off-grid;;;1hSZP228LPhxmXcWB7k4HYPjFlnOyrpFR;
IMG_5848.jpeg;2020;installation,off-grid,cyberpunk;;;1ojZMr7JKXpg5dVlOyC1cyORTYlox3sYH;
IMG_6687.mp4;2020;installation,cyberpunk;1,3;;1NesifqwuqrU-Wldxg3lNSBkVWVePg098;AADTkHxZysVO4afIdzWwlrAba
IMG_6742.jpeg;2020;installation,cyberpunk;;;1HzTTYxBHK_NNz6Fo2lZvnPKf8vei7rag;
IMG_6764.jpeg;2020;installation;;;1lHmFfMiIRqYYvEwdsfk0Inoej-ZXqVuv;
IMG_6768.jpeg;2020;installation,cyberpunk;;;1Etd5p-3PvINA5eI8YBlVA4iCFoVILK1_;
